time,date,hour,precip [mm/day],sub113496 [m3/s],sub113496 (observed) [m3/s],sub113500 [m3/s],sub113500 (observed) [m3/s],sub113518 [m3/s],sub113518 (observed) [m3/s],sub113637 [m3/s],sub113675 [m3/s],sub113741 [m3/s],sub113827 [m3/s],sub113850 [m3/s],sub113862 [m3/s],sub113884 [m3/s],sub113981 [m3/s],sub113991 [m3/s],sub114036 [m3/s],sub114115 [m3/s],sub114119 [m3/s],sub114215 [m3/s],sub114261 [m3/s],sub114285 [m3/s],sub114383 [m3/s],sub114428 [m3/s]
11073,2012-01-25,00:00:00.00,0.0403389,0.0602002,0.798452,0.510689,2.21712,0.785335,3.63013,0.186325,0.082728,0.0538453,0.20392,0.217331,0.00713766,0.0363181,0.0469882,0.0260855,1.12831,0.0183868,0.0354901,0.00885034,0.0267047,0.438011,0.103369,0.101457
11074,2012-01-26,00:00:00.00,0.0776974,0.0583696,0.749658,0.4966,2.22779,0.745227,3.29817,0.177904,0.0798414,0.0519699,0.196797,0.202615,0.00688909,0.0350534,0.0433277,0.0247206,1.082,0.0168477,0.0342542,0.00854214,0.0257709,0.41288,0.0961082,0.0959175
11075,2012-01-27,00:00:00.00,0.396535,0.0584392,0.669813,0.432445,1.91858,0.665214,2.93516,0.171226,0.0851238,0.0501599,0.198186,0.200886,0.00664919,0.0338327,0.0436414,0.0260459,1.04915,0.0157469,0.0318684,0.00824467,0.0248706,0.38941,0.092579,0.0908911
11076,2012-01-28,00:00:00.00,0.453985,0.0583847,0.68312,0.425727,2.01118,0.637986,2.94846,0.165491,0.0935585,0.048413,0.208194,0.202726,0.00641763,0.0326545,0.0439893,0.0280331,1.02387,0.0144817,0.0307586,0.00795755,0.024001,0.367115,0.0890289,0.0863083
11077,2012-01-29,00:00:00.00,0.139199,0.0577265,0.68312,0.375614,1.9687,0.575832,3.23163,0.158791,0.093254,0.046727,0.215302,0.19346,0.00619415,0.0315173,0.0412984,0.0275588,0.986853,0.0135592,0.0286163,0.00768044,0.0231626,0.346291,0.084026,0.0821111
11078,2012-01-30,00:00:00.00,0.0416935,0.0563762,0.709735,0.366992,2.03496,0.551245,3.25825,0.151934,0.088649,0.0450997,0.216032,0.183092,0.00597844,0.0304197,0.037647,0.0262712,0.944594,0.0125115,0.0276198,0.00741297,0.0223529,0.326507,0.0783959,0.0782499
11079,2012-01-31,00:00:00.00,0.168503,0.0562345,0.798452,0.341989,2.19447,0.736651,3.34696,0.168927,0.0949744,0.0435291,0.227815,0.213539,0.00577025,0.0293604,0.051333,0.0361349,1.12529,0.0160002,0.0360213,0.00722954,0.0216437,0.314192,0.0959461,0.0747636
11080,2012-02-01,00:00:00.00,0.217605,0.0558425,0.816196,0.396168,2.24336,1.10867,3.64788,0.232728,0.109883,0.0448246,0.253087,0.287671,0.00569915,0.0283577,0.0805461,0.0594277,1.60847,0.0202783,0.0583392,0.00782026,0.0211398,0.321562,0.140087,0.0726409
11081,2012-02-02,00:00:00.00,0.116881,0.0554013,0.770795,0.384943,2.29424,1.27352,3.60247,0.300605,0.114789,0.0472596,0.269507,0.355743,0.00563257,0.0273957,0.101842,0.0765625,2.07597,0.0266532,0.0785312,0.00838643,0.0206618,0.342006,0.173622,0.072636
11082,2012-02-03,00:00:00.00,0.0361272,0.0544406,0.812459,0.373693,2.56527,1.17068,3.92731,0.334352,0.109832,0.0460863,0.272384,0.380291,0.00543847,0.0264478,0.143596,0.0876926,2.30862,0.0280062,0.0757964,0.00816816,0.0200367,0.351625,0.222511,0.0735017
11083,2012-02-04,00:00:00.00,0.0932491,0.0537489,0.812459,0.37356,2.92206,1.10248,4.21048,0.348287,0.102657,0.0433517,0.267708,0.392893,0.00524908,0.0255272,0.161416,0.0946696,2.36192,0.0315149,0.0830814,0.00788675,0.0193561,0.34375,0.245513,0.0734671
11084,2012-02-05,00:00:00.00,0.00488388,0.0527068,0.833292,0.40107,3.52056,1.07077,4.51448,0.347887,0.0966695,0.0411805,0.260293,0.406379,0.00506628,0.0246383,0.157093,0.0990932,2.31983,0.0324863,0.0801882,0.0076121,0.0186798,0.3268,0.228359,0.0719332
11085,2012-02-06,00:00:00.00,0.00024307,0.05195,0.908288,0.369632,3.93819,0.90255,4.87264,0.335829,0.0917773,0.0393594,0.252003,0.398708,0.00488985,0.0237803,0.152551,0.103768,2.23668,0.0289054,0.0746032,0.00734702,0.0180259,0.308359,0.21443,0.0693859
11086,2012-02-07,00:00:00.00,0.011558,0.0509373,0.979118,0.339339,4.3205,0.798879,5.50981,0.320454,0.0876172,0.0377623,0.243484,0.382021,0.00471957,0.0229522,0.13927,0.100183,2.1445,0.0264398,0.0720052,0.00709116,0.017395,0.290532,0.199991,0.0664822
11087,2012-02-08,00:00:00.00,0.160006,0.0503218,1.01245,0.315957,4.69363,0.695212,6.10947,0.305106,0.0839821,0.0363148,0.235036,0.362129,0.00455521,0.0221529,0.12936,0.0945947,2.05219,0.0232754,0.0669902,0.00684422,0.0167871,0.273857,0.188165,0.0635978
11088,2012-02-09,00:00:00.00,0.109077,0.0494992,1.05828,0.294942,4.966,0.629005,6.43847,0.290903,0.0807133,0.0349726,0.226808,0.341176,0.00439658,0.0213814,0.118544,0.0892435,1.9657,0.0213438,0.0646573,0.00660588,0.0162003,0.258086,0.175881,0.0608624
11089,2012-02-10,00:00:00.00,0.0074974,0.0488725,1.16661,0.276411,5.15928,0.562443,6.82997,0.277451,0.0777011,0.0337094,0.21885,0.315528,0.00424347,0.0206368,0.110393,0.0842918,1.8829,0.0188903,0.060154,0.00637583,0.0156346,0.243352,0.165752,0.0582966
11090,2012-02-11,00:00:00.00,0.0650835,0.0481056,1.25827,0.260402,5.27926,0.516054,6.92163,0.264939,0.0748774,0.0325089,0.211169,0.290267,0.0040957,0.0199182,0.101411,0.0795699,1.80555,0.0173676,0.0580592,0.0061538,0.0150884,0.229407,0.15524,0.0558897
11091,2012-02-12,00:00:00.00,0.106804,0.0476086,1.18744,0.246502,5.20843,0.471633,7.13397,0.253045,0.0722009,0.0313613,0.203758,0.266923,0.00395307,0.0192245,0.0945994,0.0751792,1.7312,0.0154555,0.0540155,0.0059395,0.0145616,0.216373,0.14652,0.0536265
11092,2012-02-13,00:00:00.00,0.0247301,0.0469338,1.06661,0.235047,5.05928,0.439325,7.29631,0.2419,0.0696462,0.0302601,0.19661,0.246728,0.00381541,0.018555,0.0870739,0.0710094,1.66153,0.0142471,0.0521345,0.00573266,0.0140531,0.20403,0.137486,0.0514926
11093,2012-02-14,00:00:00.00,0.0468267,0.0464699,0.962452,0.223855,4.9268,0.407299,6.90898,0.231293,0.0671972,0.029201,0.189712,0.228507,0.00368254,0.0179089,0.0813376,0.0671132,1.59435,0.0127482,0.0485034,0.00553302,0.0135626,0.192488,0.12995,0.0494755
11094,2012-02-15,00:00:00.00,0.659798,0.0458497,0.920787,0.214865,4.82851,0.382846,6.30098,0.221305,0.0648433,0.028181,0.183061,0.212717,0.0035543,0.0172852,0.0750088,0.0634339,1.53399,0.0117824,0.0468143,0.00534034,0.0130889,0.181553,0.122161,0.0475643
11095,2012-02-16,00:00:00.00,2.01186,0.0453748,0.804126,0.206022,4.54194,0.359078,5.90115,0.211802,0.0625771,0.0271978,0.176647,0.198351,0.00343052,0.0166833,0.0701638,0.0599809,1.47709,0.0106001,0.0435538,0.00515437,0.0126322,0.171324,0.115625,0.0457497
11096,2012-02-17,00:00:00.00,0.00217349,0.0447795,0.716631,0.199176,4.25623,0.340599,5.53049,0.202814,0.0603932,0.0262496,0.17046,0.185787,0.00331106,0.0161023,0.064815,0.0567224,1.42074,0.00982225,0.042037,0.00497487,0.0121911,0.161628,0.108889,0.0440234
11097,2012-02-18,00:00:00.00,0.0146605,0.0442997,0.666633,0.192058,4.06465,0.322402,5.48049,0.194254,0.0582873,0.0253349,0.164487,0.174249,0.00319575,0.0155416,0.0607002,0.0536466,1.36459,0.00888331,0.0391092,0.00480163,0.0117657,0.152556,0.103201,0.0423785
11098,2012-02-19,00:00:00.00,0.0226327,0.0437323,0.624969,0.186651,3.93803,0.307934,5.15566,0.186129,0.0562559,0.0244522,0.158722,0.164094,0.00308446,0.0150003,0.0561742,0.0507606,1.31136,0.00825205,0.0377473,0.00463441,0.0113549,0.143953,0.0973566,0.0408087
11099,2012-02-20,00:00:00.00,0.104332,0.0435815,0.54164,0.18156,3.76975,0.294203,4.78916,0.178395,0.0542959,0.0236005,0.153158,0.154685,0.00297705,0.014478,0.0526757,0.0480248,1.26002,0.00750098,0.0351182,0.00447303,0.0109587,0.135902,0.0923919,0.0393085
11100,2012-02-21,00:00:00.00,0.0379022,0.0435609,0.516641,0.178269,3.65981,0.283733,4.48099,0.171033,0.0524045,0.0227785,0.14779,0.14634,0.00287338,0.0139738,0.0488379,0.0454677,1.2117,0.00698458,0.0338953,0.00431726,0.0105761,0.128265,0.0873046,0.0378732
11101,2012-02-22,00:00:00.00,0.184065,0.043555,0.512474,0.174693,3.59901,0.273546,4.47683,0.164029,0.0505792,0.0219852,0.14261,0.138539,0.00277331,0.0134871,0.0458562,0.0430323,1.16511,0.0063792,0.0315345,0.00416691,0.0102071,0.121116,0.0829565,0.0364984
11102,2012-02-23,00:00:00.00,0.0570634,0.0435307,0.54164,0.172627,3.62817,0.265807,4.22282,0.157344,0.0488177,0.0212195,0.137613,0.131568,0.00267674,0.0130175,0.0425953,0.0407647,1.12122,0.0059534,0.0304364,0.0040218,0.00985082,0.114333,0.0785144,0.0351805
11103,2012-02-24,00:00:00.00,1.7941,0.0436118,0.512474,0.1702,3.62732,0.283754,4.19366,0.158846,0.0693096,0.0204806,0.145854,0.133902,0.00258352,0.0125641,0.042162,0.0400944,1.12165,0.00546161,0.0335527,0.00388175,0.00950716,0.107982,0.0788403,0.0339159
11104,2012-02-25,00:00:00.00,0.761529,0.0435069,0.499975,0.168351,3.55819,0.292374,4.18116,0.163507,0.10027,0.0197673,0.165559,0.138684,0.00249355,0.0121266,0.0416741,0.0400385,1.14422,0.00510771,0.0379818,0.00374657,0.00917533,0.101954,0.0787659,0.0327016
11105,2012-02-26,00:00:00.00,1.0392,0.0432239,0.570805,0.165192,3.57239,0.274009,3.96882,0.16136,0.107599,0.0190789,0.177224,0.134682,0.00240672,0.0117043,0.0393136,0.0385157,1.12927,0.00470499,0.0412954,0.0036161,0.00885524,0.0963105,0.0754353,0.0315349
11106,2012-02-27,00:00:00.00,8.28312,0.0441713,0.620802,0.169572,3.62238,0.270745,4.01882,0.158755,0.101328,0.0184145,0.178731,0.129054,0.0023229,0.0112967,0.0367283,0.0366154,1.09342,0.0044086,0.0398573,0.00349017,0.00854618,0.0909516,0.078992,0.0304133
11107,2012-02-28,00:00:00.00,0.8278,0.0454751,0.608303,0.17571,3.58157,0.270569,3.73342,0.155726,0.0941331,0.0177732,0.175019,0.123452,0.00224201,0.0109033,0.0346987,0.0347583,1.05285,0.00407615,0.0370813,0.00336863,0.00824806,0.0859336,0.0805785,0.0293344
11108,2012-02-29,00:00:00.00,0.0176071,0.0452852,0.629135,0.175452,3.51745,0.265466,3.65549,0.150488,0.0884607,0.0171543,0.169555,0.118295,0.00216393,0.0105236,0.0323121,0.033042,1.0134,0.00382607,0.03579,0.00325132,0.00796021,0.0811678,0.0759185,0.0282963
11109,2012-03-01,00:00:00.00,0.132322,0.0449284,0.674966,0.173503,3.43302,0.257822,3.58487,0.144677,0.0839677,0.0165569,0.16376,0.113335,0.00208858,0.0101571,0.0304428,0.0313784,0.975301,0.00354946,0.0332973,0.00313809,0.00768255,0.0767046,0.0719823,0.027297
11110,2012-03-02,00:00:00.00,0.641026,0.0447092,0.889679,0.172725,3.52597,0.253364,4.00453,0.138968,0.0802173,0.0159803,0.158058,0.108757,0.00201584,0.00980343,0.028487,0.0298456,0.939584,0.00333697,0.0321377,0.00302881,0.00741446,0.0724647,0.0679535,0.0263347
11111,2012-03-03,00:00:00.00,0.928466,0.0446608,0.925887,0.171702,3.50555,0.248618,4.04073,0.133564,0.0769403,0.0154238,0.152536,0.104334,0.00194564,0.00946204,0.0269254,0.028354,0.905234,0.00310502,0.0298994,0.00292334,0.00715585,0.0684936,0.064524,0.0254077
11112,2012-03-04,00:00:00.00,0.142486,0.044515,0.858644,0.170515,3.08434,0.243805,3.97349,0.128357,0.0739781,0.0148867,0.147207,0.100233,0.00187789,0.00913253,0.0252722,0.0269836,0.872767,0.0029233,0.0288582,0.00282153,0.00690616,0.0647202,0.0610188,0.0245147
11113,2012-03-05,00:00:00.00,0.496468,0.045114,0.775883,0.17111,2.86566,0.240534,3.60756,0.123421,0.0712364,0.0143683,0.142063,0.0962554,0.00181249,0.0088145,0.0239356,0.025645,0.841304,0.00272736,0.0268483,0.00272328,0.00666529,0.0611857,0.0580143,0.023654
11114,2012-03-06,00:00:00.00,0.580658,0.0461068,0.868989,0.192125,2.98709,0.466305,3.70067,0.159771,0.0774364,0.0138679,0.154233,0.127036,0.00174937,0.00850754,0.0392491,0.0369631,1.05127,0.0589631,0.0656107,0.00262844,0.00643274,0.0578264,0.0804021,0.0228244
11115,2012-03-07,00:00:00.00,0.387309,0.0637623,0.884506,0.945056,3.20082,1.80406,3.99935,0.430031,0.129813,0.014233,0.218256,0.298302,0.00168845,0.00834074,0.152004,0.158786,2.05721,0.280115,0.174263,0.00402446,0.00625835,0.0636227,0.267379,0.0229293
11116,2012-03-08,00:00:00.00,0.376098,0.0662516,0.775883,1.08815,3.19131,2.68159,4.1739,0.770936,0.19163,0.0143246,0.294033,0.504492,0.00162966,0.00818262,0.268257,0.295166,3.34409,0.475198,0.248277,0.00556831,0.00609057,0.0819915,0.47887,0.0246835
11117,2012-03-09,00:00:00.00,0.0132035,0.0996462,0.744847,2.86128,3.06966,4.29801,3.8597,0.969448,0.202592,0.0134068,0.32776,0.654342,0.0015729,0.00790078,0.332329,0.442283,4.02784,0.496036,0.265833,0.00558264,0.00587854,0.0978657,0.60646,0.0269314
11118,2012-03-10,00:00:00.00,0.00160055,0.0992617,0.70864,2.92688,2.92018,4.30799,3.82349,1.03661,0.186707,0.0126892,0.334012,0.718643,0.00151813,0.00762588,0.321724,0.487356,4.23957,0.512352,0.256575,0.00540016,0.00567307,0.101955,0.615087,0.0281437
11119,2012-03-11,00:00:00.00,0.000910381,0.0893185,0.775883,2.52051,3.29325,4.50487,3.89073,1.23326,0.169339,0.0121007,0.32933,0.75955,0.00146526,0.00736032,0.477542,0.635618,4.83225,0.853481,0.476677,0.00671049,0.00549953,0.190992,0.866773,0.0369729
11120,2012-03-12,00:00:00.00,0.00873977,0.089764,1.01382,3.25061,3.76338,7.05469,4.41184,1.75788,0.156313,0.0270335,0.320613,0.804348,0.00400032,0.00938505,0.647779,0.772959,5.96068,1.20215,0.750472,0.0117707,0.0114826,0.669419,1.2411,0.10314
11121,2012-03-13,00:00:00.00,0.180248,0.102478,1.18451,3.7307,4.0077,7.97716,4.8657,2.34426,0.146542,0.0766939,0.310563,0.823813,0.0144432,0.0165451,0.748037,1.00139,7.06392,1.69918,0.967072,0.0159516,0.0277318,1.71268,1.47896,0.306663
11122,2012-03-14,00:00:00.00,0.0964974,0.102252,1.43797,3.10746,4.46787,7.09437,5.40232,2.57277,0.138888,0.162637,0.300656,0.821369,0.0321627,0.0307252,0.743258,1.0958,7.68284,1.82807,0.969877,0.0166198,0.0411535,2.81257,1.43826,0.639776
11123,2012-03-15,00:00:00.00,0.207518,0.151165,1.25176,5.6826,4.33829,9.73038,5.49928,2.90375,0.132552,0.32478,0.290868,0.787021,0.0571087,0.0575175,0.795143,1.09936,8.49073,2.05233,1.19805,0.0173919,0.0448687,3.45963,1.5637,0.995109
11124,2012-03-16,00:00:00.00,0.0305948,0.152411,1.38107,5.78878,4.52424,9.42679,6.19493,3.18817,0.127422,0.48754,0.281162,0.74604,0.0743487,0.0848341,0.841204,1.0945,9.08009,2.15533,1.21365,0.0180828,0.0448033,3.60153,1.70598,1.27659
11125,2012-03-17,00:00:00.00,0.0852801,0.130875,2.00178,4.72795,5.37148,8.70133,7.0988,3.29929,0.123048,0.566657,0.271602,0.701744,0.0751487,0.106545,0.802158,1.03182,9.30273,2.22537,1.32697,0.0178903,0.0442829,3.5924,1.6522,1.45817
11126,2012-03-18,00:00:00.00,0.335827,0.131992,2.3173,4.95695,5.80027,10.0925,8.17888,3.3457,0.11922,0.613376,0.263593,0.666387,0.0736022,0.165301,0.777824,0.989058,9.46462,2.39311,1.50987,0.0173351,0.0977157,3.65599,1.62978,1.59154
11127,2012-03-19,00:00:00.00,1.1385,0.115704,2.5449,4.35624,6.19776,9.63798,8.54806,3.38414,0.115733,0.63466,0.258331,0.633579,0.0726794,0.247326,0.745712,0.926935,9.63517,2.52312,1.55241,0.0170648,0.180802,3.83712,1.57208,1.71915
11128,2012-03-20,00:00:00.00,1.28592,0.115266,2.64317,4.04125,6.55089,8.67365,8.7596,3.36877,0.112075,0.627769,0.254813,0.608917,0.0708046,0.330266,0.727577,0.895502,9.67741,2.52845,1.44954,0.0174028,0.220112,3.97685,1.50354,1.82438
11129,2012-03-21,00:00:00.00,10.2554,0.101796,2.21385,3.92207,6.1782,8.15447,7.87721,3.30993,0.110752,0.611504,0.262529,0.594365,0.0689468,0.430681,0.700565,0.843685,9.59408,2.46765,1.54715,0.0185811,0.232322,3.98273,1.4741,1.89019
11130,2012-03-22,00:00:00.00,0.129692,0.10191,1.87764,3.86826,5.95526,7.32247,8.07902,3.2487,0.110621,0.594064,0.280314,0.578795,0.0671606,0.508276,0.677898,0.806265,9.46324,2.42238,1.54715,0.0194023,0.235149,3.87155,1.4538,1.91356
11131,2012-03-23,00:00:00.00,0.168555,0.0922282,1.85177,3.05452,6.12761,6.06352,8.27969,3.15301,0.107962,0.579214,0.292789,0.552188,0.0659913,0.536095,0.652936,0.767068,9.1964,2.2778,1.43939,0.0190509,0.231061,3.70624,1.40031,1.892
11132,2012-03-24,00:00:00.00,0.601142,0.0938361,1.85695,2.98756,6.30268,5.47518,8.39813,3.19104,0.10375,0.565519,0.296339,0.535409,0.0649626,0.532485,0.694414,0.762464,9.03807,2.18591,1.39848,0.0184486,0.22729,3.56032,1.45203,1.83906
11133,2012-03-25,00:00:00.00,3.50774,0.0875468,1.71211,2.37035,6.21449,4.57199,8.28161,3.22465,0.0995125,0.547488,0.294327,0.516071,0.0628944,0.517942,0.716507,0.736758,8.87419,2.04692,1.30108,0.0182082,0.222982,3.41697,1.49107,1.77769
11134,2012-03-26,00:00:00.00,0.0664987,0.0874594,1.54142,2.31739,5.95884,4.1949,8.05428,3.16093,0.0956638,0.528588,0.290391,0.48936,0.0607057,0.501807,0.66893,0.705953,8.57556,1.95768,1.25577,0.017985,0.214977,3.26199,1.4243,1.71524
11135,2012-03-27,00:00:00.00,0.167563,0.0805618,1.45866,1.81521,5.76281,3.50059,7.94321,3.0774,0.0921941,0.510234,0.284741,0.455422,0.0586184,0.485441,0.677025,0.68028,8.21067,1.83049,1.16831,0.0173941,0.207064,3.10718,1.41282,1.64761
11136,2012-03-28,00:00:00.00,0.334383,0.0799102,1.38107,1.77211,5.57196,3.23719,7.89394,3.32079,0.0891472,0.492733,0.280769,0.577677,0.0566095,0.469403,0.841015,0.802016,7.87417,1.73895,1.12762,0.017459,0.210371,3.03797,1.62759,1.63007
11137,2012-03-29,00:00:00.00,0.0486532,0.0744388,1.36555,1.41117,5.41486,2.73594,8.55802,3.56776,0.0863556,0.476114,0.282309,0.785861,0.0546622,0.4541,0.943269,0.881946,7.65853,1.60515,1.04909,0.0177664,0.222974,3.03977,1.83501,1.73022
11138,2012-03-30,00:00:00.00,0.983604,0.0741506,1.40176,1.43059,5.42275,2.59649,8.84908,3.56282,0.0835024,0.462124,0.288006,0.957801,0.0530045,0.449469,0.840509,0.809267,8.20558,1.61042,1.05761,0.0176081,0.235936,3.01824,1.80381,1.91779
11139,2012-03-31,00:00:00.00,0.10844,0.0707443,1.98109,1.33416,6.34187,2.39169,10.2496,3.7326,0.080614,0.449308,0.293646,1.0905,0.0514755,0.453121,0.936594,1.15209,9.3573,1.73094,1.03456,0.0172188,0.255401,3.00317,1.89288,2.11769
11140,2012-04-01,00:00:00.00,0.41234,0.138862,2.48282,2.85118,7.57985,4.7462,11.1478,4.02329,0.0778229,0.435308,0.295,1.20428,0.0498542,0.449387,1.07371,1.4364,10.953,2.25517,1.28711,0.0166301,0.380706,3.42197,2.01799,2.34398
11141,2012-04-02,00:00:00.00,0.674806,0.161754,2.56067,3.72243,8.39394,7.25373,12.3017,4.23871,0.0752724,0.42598,0.292204,1.37784,0.0488533,0.440455,1.0808,1.54451,12.3066,2.771,1.52866,0.0165636,0.890835,4.43581,2.05986,2.64396
11142,2012-04-03,00:00:00.00,1.32943,0.232964,2.58383,2.88974,8.89847,7.16077,11.9284,4.28599,0.0729367,0.425551,0.290328,1.44957,0.0494318,0.433602,1.02484,1.49922,12.8827,3.10081,1.42864,0.0168282,1.96478,5.47087,2.03939,2.9664
11143,2012-04-04,00:00:00.00,0.00980739,0.199704,2.40324,7.95675,8.6758,12.8492,11.4509,4.31173,0.070611,0.422609,0.289296,1.4526,0.0496241,0.426004,1.0316,1.52338,13.9105,3.85897,1.91645,0.0166437,2.91098,6.33915,2.12935,3.207
11144,2012-04-05,00:00:00.00,0.00041602,0.368964,2.33841,8.49846,8.33999,13.7017,11.1717,4.31313,0.0682188,0.410834,0.285923,1.42973,0.0481832,0.414282,1.04971,1.54305,14.6648,3.83864,1.88229,0.0161431,3.21157,6.71891,2.16193,3.30453
11145,2012-04-06,00:00:00.00,0.144927,0.372051,2.33841,7.41739,9.19006,12.7131,11.9368,4.22982,0.0658467,0.396822,0.280429,1.37225,0.0465065,0.400743,1.00689,1.48058,15.1462,4.72723,1.81712,0.0155911,3.56496,6.79589,2.0671,3.27192
11146,2012-04-07,00:00:00.00,0.81044,0.305791,2.25969,7.14036,9.51213,12.4261,12.0606,4.13161,0.0638724,0.386652,0.274974,1.32385,0.0460683,0.400593,0.980604,1.44965,15.5764,5.29502,1.81712,0.0152232,4.0684,6.88946,2.0148,3.16596
11147,2012-04-08,00:00:00.00,8.20939,0.302447,2.28284,5.8786,9.65889,10.5974,12.1508,4.01299,0.066812,0.42066,0.29057,1.29699,0.0514546,0.450671,0.943379,1.38915,15.8037,5.52292,1.69056,0.0168435,4.18941,6.9021,1.94128,3.05102
11148,2012-04-09,00:00:00.00,0.720559,0.258134,2.4125,5.62651,9.85064,9.8591,12.1726,3.90572,0.0717696,0.475507,0.326275,1.27174,0.0577782,0.519543,0.915302,1.35113,15.7854,5.55763,1.69056,0.0192158,4.10024,6.7462,1.88049,2.94778
11149,2012-04-10,00:00:00.00,0.0157685,0.256904,2.14856,4.52318,8.61699,8.11719,10.8257,3.78012,0.0721878,0.48957,0.354324,1.22167,0.058336,0.546422,0.879866,1.29254,15.4508,5.29135,1.57282,0.0196894,3.97631,6.47317,1.80912,2.84426
11150,2012-04-11,00:00:00.00,0.00311393,0.214169,1.93556,4.31768,8.00161,7.46083,11.7677,3.66843,0.070174,0.477875,0.36606,1.15988,0.0565695,0.540255,0.855692,1.26169,14.9995,5.11013,1.57282,0.0191774,3.84471,6.1803,1.75444,2.73828
11151,2012-04-12,00:00:00.00,0.00709762,0.212893,2.05595,3.47466,8.72286,6.44356,11.4979,3.53606,0.0677222,0.461637,0.363976,1.09402,0.0545995,0.523765,0.828854,1.18901,14.4839,4.84728,1.46327,0.018521,3.71638,5.89023,1.69094,2.63287
11152,2012-04-13,00:00:00.00,0.0943879,0.185723,2.44954,3.63583,9.42496,7.48206,11.6903,3.52763,0.0653215,0.454979,0.361381,1.3146,0.0531333,0.519685,0.872668,1.29291,14.076,4.87141,1.44287,0.0197475,3.79055,5.66599,1.73211,2.55091
11153,2012-04-14,00:00:00.00,3.15168,0.275238,2.91259,4.24472,10.1494,10.4117,13.6324,3.6749,0.0637346,0.457065,0.393931,1.84821,0.0535739,0.537497,0.928636,1.40158,14.1446,5.13071,1.35486,0.0219524,4.0746,5.52293,1.83862,2.51689
11154,2012-04-15,00:00:00.00,0.0200645,0.276747,3.24136,4.60241,11.0319,12.8869,14.4582,3.73853,0.0626253,0.451636,0.467439,2.25357,0.0539093,0.551606,0.890336,1.29626,14.5385,5.49299,1.32084,0.0223983,4.25392,5.38574,1.81836,2.51467
11155,2012-04-16,00:00:00.00,0.416112,0.187729,3.43121,7.0701,12.2309,15.9152,15.4874,3.80408,0.0609299,0.438116,0.535557,2.51317,0.0523809,0.546243,0.957114,1.56755,14.9248,6.13234,1.2616,0.0218382,4.23862,5.19762,1.86106,2.50686
11156,2012-04-17,00:00:00.00,0.855159,0.494998,3.12097,7.62862,11.9086,15.7266,15.165,3.84422,0.0589926,0.424032,0.568646,2.66039,0.0506687,0.53182,1.01444,1.75507,15.1817,6.32917,1.21776,0.0211161,4.13221,4.98778,1.90674,2.46991
11157,2012-04-18,00:00:00.00,0.30081,0.496868,3.13023,7.78856,11.1813,16.5769,14.466,3.77172,0.0571303,0.410486,0.57038,2.73208,0.0490338,0.515557,0.968926,1.70917,15.1107,6.20352,1.13303,0.0203894,4.00412,4.7669,1.8321,2.40545
11158,2012-04-19,00:00:00.00,0.4634,0.408129,3.0191,7.67112,8.89568,17.579,12.2937,3.74316,0.0555613,0.398118,0.560479,2.68789,0.0475443,0.50274,0.961516,1.69523,15.368,6.65401,1.2418,0.0197738,3.92333,4.59071,1.81562,2.35301
11159,2012-04-20,00:00:00.00,4.00326,0.407681,2.86629,6.49917,9.71992,15.901,12.6365,3.74811,0.05707,0.399113,0.566074,2.59424,0.0478049,0.500474,0.961952,1.6548,15.8377,6.77956,1.19403,0.0194915,3.88433,4.44892,1.81471,2.34844
11160,2012-04-21,00:00:00.00,0.304485,0.341739,3.58865,6.21235,12.7159,14.4099,14.8113,3.70549,0.0597204,0.405178,0.589536,2.50428,0.0482833,0.503255,0.939615,1.60484,15.8832,6.3608,1.15245,0.0200883,3.80507,4.29871,1.77518,2.37705
11161,2012-04-22,00:00:00.00,1.07836,0.40127,5.60292,7.08947,17.6769,16.6886,19.5175,3.70653,0.0598685,0.407784,0.611526,2.49474,0.0481845,0.508656,0.966472,1.65159,15.8953,6.8433,1.32992,0.0215684,3.74427,4.21061,1.79856,2.41444
11162,2012-04-23,00:00:00.00,0.0151516,0.400595,6.85316,7.31546,21.9765,17.1051,23.0526,3.71639,0.0586847,0.406335,0.62307,2.55272,0.0478672,0.512237,0.989814,1.71134,16.0868,7.3108,1.2836,0.0223721,3.69522,4.1726,1.83878,2.44557
11163,2012-04-24,00:00:00.00,0.00631833,0.495696,10.5113,10.448,28.6507,22.1382,29.8117,3.67541,0.0568587,0.395255,0.622255,2.56786,0.0464023,0.504764,0.981634,1.73179,16.2444,7.55528,1.1942,0.0219657,3.59972,4.08688,1.81441,2.45211
11164,2012-04-25,00:00:00.00,0.0454785,1.03496,18.5221,15.7425,40.9652,29.5603,42.5226,3.60701,0.0548741,0.3818,0.613566,2.54373,0.0447864,0.490342,0.970874,1.70549,16.4497,8.23572,1.15262,0.0212377,3.48443,3.95191,1.77017,2.42109
11165,2012-04-26,00:00:00.00,0.10734,1.16871,28.3851,23.8166,58.3484,43.3164,61.265,3.50159,0.052932,0.368884,0.600937,2.50879,0.0432782,0.474033,0.929346,1.66169,16.8425,9.27852,1.07234,0.0205083,3.37341,3.78986,1.7157,2.35681
11166,2012-04-27,00:00:00.00,0.122458,2.59493,30.1446,28.7421,72.3828,48.8065,79.1222,3.40352,0.0510838,0.357866,0.585326,2.44184,0.041852,0.45806,0.90201,1.64005,17.3594,10.0024,1.035,0.0198196,3.26351,3.63446,1.67777,2.27576
