,HRUGroup:,HBVEC,HYPR,StMary,Milk,Glaciers,Babb,Havre,Malta,RockyBoy,FlatTop,ManyGlacier,band600,band800,band1000,band1200,band1400,band1600,band1800,band2000,band2200,band2400,band2600,
time,month,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,
3713,1991-11,0,7.23644,48.304,3.9266,0,92.8494,0,0,0,0,0,0.00471049,2.19693,27.6952,23.9448,0,0,0,0,0,0,0,
3744,1991-12,0,6.91103,49.0278,3.56513,0,101.031,0,0.0035423,0,0,0,0.0018533,1.87925,26.844,23.8173,0,0,0,0,0,0,0,
3775,1992-01,0,6.53779,48.4546,3.24015,0,98.7649,0,0,0,0,0,0.000155858,1.57087,25.8203,23.322,0,0,0,0,0,0,0,
3804,1992-02,0,6.20992,48.6078,2.91274,0,113.936,0,0,0,0,0,0.00138709,1.21947,24.9892,23.3733,0,0,0,0,0,0,0,
3835,1992-03,0,6.05965,49.0343,2.73993,0,106.069,0,0,0,0,0,0.00236456,1.04602,24.4369,23.8241,0,0,0,0,0,0,0,
3865,1992-04,0,5.12027,48.1553,1.886,0,114.465,0,0,0,0,0,0.0030423,0.251141,20.6749,25.0036,0,0,0,0,0,0,0,
3896,1992-05,0,3.22467,34.6112,0.914286,0,95.9132,0,0,0,0,0,0,0.0198046,11.3951,19.9783,0,0,0,0,0,0,0,
3926,1992-06,0,2.80031,25.1424,1.10769,0,98.3636,0,0.99424,0,0,0,1.07093,0.879503,5.26172,16.2676,0,0,0,0,0,0,0,
3957,1992-07,0,10.4605,64.5569,6.01234,0,146.811,0,22.1156,0,0,0,7.65548,6.2454,18.0297,29.4652,0,0,0,0,0,0,0,
3988,1992-08,0,7.2032,65.1666,2.81783,0,122.379,0,3.32599,0,0,0,1.36468,3.25411,18.7051,28.4451,0,0,0,0,0,0,0,
4018,1992-09,0,4.92016,59.642,0.958783,0,118.229,0,0,0,0,0,0.00129306,1.0084,15.3877,26.7323,0,0,0,0,0,0,0,
