time,date,hour,precip [mm/day],sub113496 [m3/s],sub113500 [m3/s],sub113518 [m3/s],sub113637 [m3/s],sub113637 (observed) [m3/s],sub113827 [m3/s],sub113827 (observed) [m3/s],sub113850 [m3/s],sub113850 (observed) [m3/s],sub113884 [m3/s],sub113884 (observed) [m3/s],sub113981 [m3/s],sub113991 [m3/s],sub113991 (observed) [m3/s],sub114036 [m3/s],sub114036 (observed) [m3/s],sub114115 [m3/s],sub114115 (observed) [m3/s],sub114119 [m3/s],sub114119 (observed) [m3/s],sub114215 [m3/s],sub114261 [m3/s],sub114261 (observed) [m3/s],sub114285 [m3/s],sub114285 (observed) [m3/s],sub114383 [m3/s],sub114428 [m3/s],sub114428 (observed) [m3/s]
93,1982-01-02,00:00:00.00,0.169597,0.0196023,0.070991,0.0846694,0.000188671,,0.000784574,,0.000310278,0,0.000427742,0.00736237,3.06964e-05,5.19498e-05,,0.00604931,,0,,0,,3.18613e-05,3.3969e-07,,1.63514e-06,,4.47055e-05,0.000146026,
94,1982-01-03,00:00:00.00,1.79793,0.0195846,0.0709839,0.0846656,0.000181114,,0.000738724,,0.000291276,0,0.000410498,0.00481386,2.94609e-05,4.98703e-05,,0.00610599,,0,,0,,3.05859e-05,2.68257e-07,,1.56969e-06,,4.29153e-05,0.00013998,
95,1982-01-04,00:00:00.00,0.0956246,0.0195434,0.0706978,0.084382,0.000173861,,0.000701505,,0.000276131,0,0.000394001,0.00198218,2.8278e-05,4.7874e-05,,0.00613785,,0,,0,,2.93615e-05,2.26891e-07,,1.50685e-06,,4.11971e-05,0.00013427,
96,1982-01-05,00:00:00.00,0.255749,0.0197652,0.0711374,0.0846392,0.0001669,,0.000669373,,0.000263232,0,0.000378195,0.00198218,2.71441e-05,4.59576e-05,,0.00619834,,0,,0,,2.81862e-05,2.01589e-07,,1.44654e-06,,3.95478e-05,0.000128839,
97,1982-01-06,00:00:00.00,2.62025,0.0203245,0.0734395,0.087283,0.000160218,,0.000640433,,0.000251717,0,0.000363038,0,2.60565e-05,4.41179e-05,,0.00633076,,0,,0,,2.70579e-05,1.8493e-07,,1.38863e-06,,3.79647e-05,0.000123652,
98,1982-01-07,00:00:00.00,0.393561,0.020647,0.0757472,0.0906576,0.000153804,,0.000613661,,0.000241123,0,0.000348496,0,2.5013e-05,4.23519e-05,,0.00660679,,0,,0,,2.59748e-05,1.72979e-07,,1.33304e-06,,3.64449e-05,0.000118686,
99,1982-01-08,00:00:00.00,0.0089179,0.0205971,0.0762376,0.0919281,0.000147647,,0.000588495,,0.000231197,0,0.000334541,0,2.40114e-05,4.06566e-05,,0.00700234,,0,,0,,2.4935e-05,1.63646e-07,,1.27968e-06,,3.4986e-05,0.000113927,
100,1982-01-09,00:00:00.00,0.300282,0.0204898,0.0758758,0.0917506,0.000141737,,0.000564619,,0.000221797,0,0.000321147,0,2.30501e-05,3.90291e-05,,0.00736107,,0,,0,,2.39369e-05,1.55819e-07,,1.22846e-06,,3.35855e-05,0.000109362,
101,1982-01-10,00:00:00.00,1.73707,0.0205843,0.0756264,0.0913151,0.000136063,,0.000541849,,0.000212842,0,0.00030829,0,2.21274e-05,3.74668e-05,,0.00756361,,0,,0,,2.29787e-05,1.48906e-07,,1.17928e-06,,3.22411e-05,0.000104982,
102,1982-01-11,00:00:00.00,2.33398,0.0206299,0.07543,0.0912135,0.000130617,,0.00052007,,0.000204281,0,0.000295949,0,2.12416e-05,3.5967e-05,,0.00774098,,0,,0,,2.20589e-05,1.42588e-07,,1.13208e-06,,3.09505e-05,0.000100778,
103,1982-01-12,00:00:00.00,0.303122,0.0206236,0.0758193,0.092056,0.000125388,,0.000499204,,0.000196082,0,0.000284102,0,2.03913e-05,3.45273e-05,,0.0081726,,0,,0,,2.11759e-05,1.36691e-07,,1.08676e-06,,2.97116e-05,9.67436e-05,
104,1982-01-13,00:00:00.00,1.51401,0.0206828,0.0766783,0.0936398,0.000120369,,0.000479196,,0.000188222,0,0.000272729,0,1.9575e-05,3.31452e-05,,0.00889969,,0,,0,,2.03282e-05,1.31119e-07,,1.04326e-06,,2.85222e-05,9.28707e-05,
105,1982-01-14,00:00:00.00,1.36071,0.0205894,0.0767672,0.0944222,0.000115551,,0.000460001,,0.000180681,0,0.000261812,0,1.87914e-05,3.18184e-05,,0.00967273,,0,,0,,1.95145e-05,1.25817e-07,,1.0015e-06,,2.73805e-05,8.91529e-05,
106,1982-01-15,00:00:00.00,0.140476,0.0204839,0.0762606,0.0940162,0.000110925,,0.00044158,,0.000173446,0,0.000251331,0,1.80392e-05,3.05447e-05,,0.0102367,,0,,0,,1.87333e-05,1.20752e-07,,9.61408e-07,,2.62845e-05,8.55841e-05,
107,1982-01-16,00:00:00.00,1.58731,0.0219702,0.0822912,0.100362,0.000106485,,0.0004239,,0.000166501,0,0.000241271,0,1.73171e-05,2.9322e-05,,0.0105914,,0,,0,,1.79835e-05,1.15904e-07,,9.22923e-07,,2.52323e-05,8.21581e-05,
108,1982-01-17,00:00:00.00,1.40998,0.0245038,0.0931878,0.113361,0.000102222,,0.00040693,,0.000159835,0,0.000231613,0,1.66239e-05,2.81483e-05,,0.0110076,,0,,0,,1.72636e-05,1.11256e-07,,8.85979e-07,,2.42223e-05,7.88693e-05,
109,1982-01-18,00:00:00.00,1.45732,0.025524,0.098577,0.121681,9.81304e-05,,0.000390639,,0.000153437,0,0.000222341,0,1.59584e-05,2.70215e-05,,0.0116695,,0,,0,,1.65725e-05,1.06799e-07,,8.50513e-07,,2.32527e-05,7.57122e-05,
110,1982-01-19,00:00:00.00,0.970646,0.0264266,0.100305,0.124547,9.42023e-05,,0.000375002,,0.000147294,0,0.000213441,0,1.53196e-05,2.59399e-05,,0.0123969,,0,,0,,1.59091e-05,1.02521e-07,,8.16468e-07,,2.23219e-05,7.26815e-05,
111,1982-01-20,00:00:00.00,2.19793,0.0282567,0.10551,0.129425,9.04314e-05,,0.00035999,,0.000141398,0,0.000204897,0,1.47064e-05,2.49015e-05,,0.0129076,,0,,0,,1.52723e-05,9.84163e-08,,7.83785e-07,,2.14283e-05,6.97721e-05,
112,1982-01-21,00:00:00.00,0.200475,0.0291077,0.110668,0.135276,8.68115e-05,,0.00034558,,0.000135738,0,0.000196695,0,1.41177e-05,2.39047e-05,,0.0131533,,0,,0,,1.4661e-05,9.44761e-08,,7.5241e-07,,2.05706e-05,6.69791e-05,
113,1982-01-22,00:00:00.00,0.485868,0.028947,0.111328,0.137207,8.33365e-05,,0.000331746,,0.000130304,0,0.000188821,0,1.35526e-05,2.29478e-05,,0.0132587,,0,,0,,1.40741e-05,9.0694e-08,,7.22292e-07,,1.97471e-05,6.4298e-05,
114,1982-01-23,00:00:00.00,0.914014,0.0287093,0.110619,0.136846,8.00005e-05,,0.000318467,,0.000125088,0,0.000181263,0,1.30101e-05,2.20292e-05,,0.0133285,,0,,0,,1.35107e-05,8.70634e-08,,6.93379e-07,,1.89567e-05,6.17242e-05,
115,1982-01-24,00:00:00.00,0.431766,0.0285345,0.110008,0.136295,7.67982e-05,,0.000305719,,0.000120081,0,0.000174007,0,1.24893e-05,2.11474e-05,,0.0134054,,0,,0,,1.29699e-05,8.35782e-08,,6.65623e-07,,1.81978e-05,5.92534e-05,
116,1982-01-25,00:00:00.00,3.34288,0.028814,0.111059,0.137819,7.3724e-05,,0.000293481,,0.000115274,0,0.000167042,0,1.19893e-05,2.03009e-05,,0.0136728,,0,,0,,1.24507e-05,8.02325e-08,,6.38978e-07,,1.74694e-05,5.68815e-05,
117,1982-01-26,00:00:00.00,3.04448,0.0300111,0.114065,0.141062,7.07728e-05,,0.000281733,,0.00011066,0.00849504,0.000160355,0,1.15094e-05,1.94882e-05,,0.0144928,,0,,0,,1.19523e-05,7.70208e-08,,6.134e-07,,1.67701e-05,5.46045e-05,
118,1982-01-27,00:00:00.00,0.0420647,0.0307932,0.115977,0.143047,6.79398e-05,,0.000270455,,0.00010623,0.0212376,0.000153936,0,1.10487e-05,1.87081e-05,,0.0158375,,0,,0,,1.14739e-05,7.39377e-08,,5.88846e-07,,1.60988e-05,5.24187e-05,
119,1982-01-28,00:00:00.00,0.460824,0.0329518,2.23141,1.69089,0.00300214,,0.000262535,,0.000144638,0.00424752,0.000147774,0,4.53467e-05,6.48507e-05,,0.0223463,,0,,0,,1.10146e-05,7.0978e-08,,5.65275e-07,,0.00184669,5.03204e-05,
120,1982-01-29,00:00:00.00,0.586427,0.0359649,2.61112,2.48131,0.0095725,,0.000264928,,0.000283559,0,0.000141859,0,0.00496607,0.000130592,,0.0334697,,0,,0,,1.05737e-05,6.81368e-08,,5.42647e-07,,0.0049431,4.83061e-05,
121,1982-01-30,00:00:00.00,0.0401243,0.0366274,5.57549,4.79537,0.0125162,,0.000280596,,0.000422971,0,0.00013618,0,0.0231176,0.000147668,,0.0385615,,0,,0,,1.01504e-05,6.54093e-08,,5.20925e-07,,0.00413213,4.63725e-05,
122,1982-01-31,00:00:00.00,0.479383,0.0366025,6.0366,5.86199,0.00927062,,0.000301928,,0.000423817,0,0.000130729,0,0.0238233,0.000142614,,0.0350997,,0,,0,,9.74408e-06,6.2791e-08,,5.00073e-07,,0.00159144,4.45162e-05,
123,1982-02-01,00:00:00.00,1.22435,0.0368962,0.977011,2.3478,0.00507048,,0.000317122,,0.000332934,0,0.000125496,0,0.00863154,0.000136905,,0.0288759,,0,,0,,9.35403e-06,6.02775e-08,,4.80055e-07,,0.00088055,4.27342e-05,
124,1982-02-02,00:00:00.00,3.60532,0.0373762,0.150128,0.531708,0.00264398,,0.000320664,,0.000249858,0,0.000120472,0,0.00460491,0.000131425,,0.0238055,,0,,0,,8.97959e-06,5.78646e-08,,4.60839e-07,,0.000502575,4.10236e-05,
125,1982-02-03,00:00:00.00,2.22688,0.0377852,0.143651,0.200199,0.00146666,,0.000314899,,0.000198984,0,0.00011565,0,0.00247118,0.000126164,,0.0206122,,0,,0,,8.62014e-06,5.55483e-08,,4.42392e-07,,0.000300959,3.93814e-05,
126,1982-02-04,00:00:00.00,0.49531,0.0378404,0.142883,0.174292,0.000858694,,0.000304595,,0.000169603,0,0.000111021,0,0.00133992,0.000121114,,0.0189283,,0,,0,,8.27508e-06,5.33247e-08,,4.24683e-07,,0.000192797,3.7805e-05,
127,1982-02-05,00:00:00.00,0.0720025,0.037572,0.141642,0.172818,0.000533452,,0.000292971,,0.000151715,0,0.000106577,0,0.00073959,0.000116266,,0.0182416,,0,,0,,7.94384e-06,5.11902e-08,,4.07683e-07,,0.00013418,3.62917e-05,
128,1982-02-06,00:00:00.00,0.0348449,0.0372208,0.140029,0.171189,0.000358063,,0.000281351,,0.000139891,0,0.00010231,0,0.000420472,0.000111612,,0.0180482,,0,,0,,7.62585e-06,4.9141e-08,,3.91364e-07,,0.000101854,3.4839e-05,
129,1982-02-07,00:00:00.00,0.0322127,0.0368612,0.138451,0.169344,0.000262157,,0.000270104,,0.000131311,0,9.82149e-05,0.000283168,0.000250324,0.000107144,,0.0179712,,0,,0,,7.32059e-06,4.7174e-08,,3.75698e-07,,8.35022e-05,3.34444e-05,
130,1982-02-08,00:00:00.00,1.99217,0.0365383,0.137168,0.16791,0.000208465,,0.000259294,,0.00012451,0,9.42834e-05,0.000283168,0.000159112,0.000102855,,0.0178484,,0,,0,,7.02755e-06,4.52856e-08,,3.60659e-07,,7.26004e-05,3.21056e-05,
131,1982-02-09,00:00:00.00,0.238757,0.0362769,0.136278,0.166975,0.000177244,,0.000248914,,0.000118725,0,9.05092e-05,0.000283168,0.000109746,9.87377e-05,,0.0176691,,0,,0,,6.74624e-06,4.34728e-08,,3.46222e-07,,6.56911e-05,3.08204e-05,
132,1982-02-10,00:00:00.00,0.0755157,0.0360111,0.135472,0.166049,0.000158035,,0.00023895,,0.000113558,0,8.68862e-05,0,8.25835e-05,9.47853e-05,,0.0174683,,0,,0,,6.47619e-06,4.17326e-08,,3.32362e-07,,6.09415e-05,2.95867e-05,
133,1982-02-11,00:00:00.00,0.00948788,0.0356841,0.134381,0.164802,0.000145293,,0.000229385,,0.000108798,0,8.34082e-05,0,6.72197e-05,9.09911e-05,,0.0172726,,0,,0,,6.21695e-06,4.00621e-08,,3.19058e-07,,5.73794e-05,2.84024e-05,
134,1982-02-12,00:00:00.00,0.0756526,0.035338,0.133118,0.163304,0.00013608,,0.000220203,,0.000104331,0,8.00694e-05,0,5.81433e-05,8.73487e-05,,0.0170898,,0,,0,,5.96809e-06,3.84584e-08,,3.06286e-07,,5.4488e-05,2.72654e-05,
135,1982-02-13,00:00:00.00,0.413643,0.0351372,0.131992,0.161839,0.000128833,,0.000211388,,0.000100097,0,7.68642e-05,0,5.24343e-05,8.38522e-05,,0.016914,,0,,0,,5.72919e-06,3.6919e-08,,2.94026e-07,,5.1992e-05,2.6174e-05,
136,1982-02-14,00:00:00.00,0.751713,0.0352661,0.131457,0.160817,0.000122723,,0.000202927,,9.60603e-05,0,7.37874e-05,0,4.85446e-05,8.04956e-05,,0.0167337,,0,,0,,5.49985e-06,3.54411e-08,,2.82256e-07,,4.97441e-05,2.51263e-05,
137,1982-02-15,00:00:00.00,0.994265,0.0360698,0.132678,0.161177,0.000117306,,0.000194804,,9.21995e-05,0.0849504,7.08337e-05,0,4.5653e-05,7.72734e-05,,0.0165385,,0,,0,,5.2797e-06,3.40224e-08,,2.70958e-07,,4.76646e-05,2.41205e-05,
138,1982-02-16,00:00:00.00,0.436273,0.282026,2.48779,1.88375,0.000286909,,0.000187243,,0.00413009,0.212376,6.79983e-05,0,4.3613e-05,8.38161e-05,,0.0163072,,0,,0,,5.06835e-06,3.26605e-08,,2.60111e-07,,0.00040807,2.31549e-05,
139,1982-02-17,00:00:00.00,0.27361,0.726815,7.44314,6.07862,0.00484531,,0.000181222,,0.0298846,0.424752,6.52763e-05,0,0.000954383,0.00013679,,0.0160094,,0,,0,,4.86547e-06,3.13531e-08,,2.49699e-07,,0.00587792,2.22281e-05,
140,1982-02-18,00:00:00.00,0.611603,1.36423,13.2226,11.5662,0.0230919,,0.000194009,,0.115124,0.849504,6.26634e-05,0.00283168,0.0181881,0.000736803,,0.129628,,0,,0,,4.6707e-06,3.00981e-08,,2.40159e-07,,0.0209626,2.13383e-05,
141,1982-02-19,00:00:00.00,0.0858821,1.24292,12.2025,12.3505,0.0459009,,0.0346358,,0.297272,6.37128,6.0155e-05,0.00283168,0.0891457,0.00298805,,0.558258,,0,,0,,5.37134e-06,2.88933e-08,,2.5118e-07,,0.0345631,0.00132665,
142,1982-02-20,00:00:00.00,0.0661224,2.11286,21.7253,19.2222,0.0474973,,0.0887187,,0.503571,19.1138,5.7747e-05,0.00283168,0.171674,0.00656989,,0.857386,,0,,0,,6.07874e-06,2.77367e-08,,3.27024e-07,,0.0327006,0.00464438,
143,1982-02-21,00:00:00.00,0.229188,2.19329,23.095,22.545,0.0350523,,0.152979,,0.734743,21.2376,0.000283498,0.00566336,0.172569,0.0197975,,0.733838,,0,,0,,1.937e-05,4.9433e-05,,6.29513e-07,,0.0284866,0.0186488,
144,1982-02-22,00:00:00.00,0.436021,2.17478,20.4853,21.7934,0.0314403,,0.360867,,0.978742,10.6188,0.000525408,0.00566336,0.118597,0.0828764,,0.672255,,0.0147349,,0,,5.64957e-05,7.93345e-05,,6.78607e-06,,0.0441074,0.0530777,
145,1982-02-23,00:00:00.00,3.12265,1.99565,24.0606,24.6617,0.0429859,,0.790915,,1.40757,4.24752,0.00591333,0.00283168,0.170749,0.26907,,0.897209,,0.0483185,,0,,0.000112997,0.00159005,,3.86317e-05,,0.0809898,0.0928039,
146,1982-02-24,00:00:00.00,4.50137,3.71722,19.2273,21.7915,0.0631494,,1.04893,,1.88708,2.12376,0.00907822,0,0.258541,0.388496,,1.0576,,0.0693342,,0,,0.000146278,0.0025032,,0.000109449,,0.105108,0.107958,
147,1982-02-25,00:00:00.00,2.93481,4.12768,35.5591,32.0199,0.0660992,,0.978076,,1.99603,1.06188,0.00484485,0,0.269249,0.302395,,0.883028,,0.063738,,0,,0.000143867,0.0014425,,0.00018458,,0.0816451,0.0905116,
148,1982-02-26,00:00:00.00,0.332434,0.875697,31.6542,32.6494,0.0458951,,0.941509,,1.72629,0.637128,0.00224656,0,0.183999,0.184608,,0.575893,,0.0476696,,0,,0.000138109,0.000763939,,0.000205741,,0.0456252,0.0606483,
149,1982-02-27,00:00:00.00,0.0454705,0.248881,6.6199,13.6608,0.0257142,,0.9373,,1.41508,0.467227,0.00140047,0,0.0718037,0.110926,,0.335378,,0.0322803,,0,,0.00013258,0.000404591,,0.000164391,,0.0291687,0.0366521,
150,1982-02-28,00:00:00.00,0.100903,0.0522607,0.355589,2.84333,0.0159585,,0.809963,,1.16352,0.424752,0.000971506,0,0.0399876,0.0681565,,0.198272,,0.0204523,,0,,0.000127273,0.00021429,,0.000103032,,0.0204544,0.0214453,
151,1982-03-01,00:00:00.00,0.570954,0.0490543,0.203198,0.480704,0.0121621,,0.606091,,0.837429,0.382277,0.000727774,0,0.0294637,0.0432654,,0.124009,,0.0129819,,0,,0.000122179,0.000113512,,5.63541e-05,,0.0152517,0.0122087,
152,1982-03-02,00:00:00.00,0.00469849,0.0468709,0.179203,0.236191,0.0103202,,0.420478,,0.539392,0.361039,0.000589109,0,0.0236798,0.0288783,,0.0811656,1.74431,0.00855952,0.201049,0,,0.000117288,6.01413e-05,0,2.94777e-05,0,0.0120547,0.00673989,0.50016
153,1982-03-03,00:00:00.00,5.27789,0.047032,0.172704,0.211031,0.00921369,,0.292696,,0.286661,0.339802,0.000507432,0,0.0201453,0.0215547,,0.0553832,1.88307,0.0057357,0.201049,0,,0.000112593,3.18769e-05,0,1.53703e-05,0,0.0101123,0.0036509,0.50016
154,1982-03-04,00:00:00.00,1.62939,0.0472183,0.170096,0.203777,0.00848376,,0.217972,,0.130399,0.297326,0.000456351,0,0.0179055,0.0188515,,0.0397868,1.9935,0.00385206,0.209544,0,,0.000108086,1.69078e-05,0,8.05584e-06,0,0.00906164,0.00196889,0.32283
155,1982-03-05,00:00:00.00,1.01634,0.047596,0.170094,0.20276,0.00795839,,0.178353,,0.0789975,0.254851,0.000421789,0,0.0164995,0.0177245,,0.0304535,2.11243,0.00258855,0.240693,0,,0.000103759,8.97961e-06,0,4.26173e-06,0,0.00854176,0.00106834,0.32283
156,1982-03-06,00:00:00.00,0.552141,0.0482222,0.172564,0.20617,0.00754532,,0.158036,,0.0691363,0.212376,0.000396276,0,0.0155868,0.0169246,,0.0251305,1.77263,0.00173962,0.280336,0,,9.96057e-05,4.78005e-06,0,2.29208e-06,0,0.00818314,0.000588752,0.32283
157,1982-03-07,00:00:00.00,0.0344847,0.0480043,0.172876,0.207546,0.00719521,,0.146832,,0.0659671,0.233614,0.000375843,0,0.0148639,0.0162384,,0.0224021,1.57441,0.00116912,0.368118,0,,9.56186e-05,2.5551e-06,0,1.26803e-06,0,0.00784672,0.000333531,0.32283
158,1982-03-08,00:00:00.00,0.142841,0.047628,0.171315,0.206045,0.00688234,,0.139377,,0.0632838,0.276089,0.000358379,0,0.0142165,0.0155884,,0.0210896,1.71033,0.000785721,0.453069,0,,9.1791e-05,1.37589e-06,0,7.34134e-07,0,0.00752794,0.000197455,0.159142
159,1982-03-09,00:00:00.00,0.562424,0.0477454,0.171917,0.206334,0.00659377,,0.13334,,0.0607281,0.254851,0.000342751,0,0.0136196,0.0149644,,0.0203468,2.70709,0.000528052,0.566336,0,,8.81166e-05,7.50504e-07,0,4.5438e-07,0,0.00722412,0.000124558,0.159142
160,1982-03-10,00:00:00.00,0.0640122,0.0477985,0.173138,0.207793,0.00632291,,0.127874,,0.0582854,0.297326,0.000328352,0.0150079,0.0130598,0.0143654,,0.01984,5.30374,0.000354882,0.651286,0,,8.45894e-05,4.18444e-07,0,3.06447e-07,0,0.00693363,8.51569e-05,0.159142
161,1982-03-11,00:00:00.00,0.758198,0.0502055,2.18701,2.26832,0.00606667,,0.122715,,0.055946,0.424752,0.000314849,0.0291663,0.0127234,0.01737,,0.021545,8.9566,0.0188508,0.764554,0,,8.12033e-05,2.41755e-07,0,2.26944e-07,0,0.00770377,6.35252e-05,0.159142
162,1982-03-12,00:00:00.00,0.856805,0.0530395,2.50161,3.27278,0.00582961,,0.117801,,0.0537032,2.12376,0.000302056,0.142434,0.0150425,0.0309278,,0.0307001,12.4566,0.0586044,0.934454,0,,7.79528e-05,1.47379e-07,0,1.83017e-07,0,0.0116608,5.13332e-05,0.0149506
163,1982-03-13,00:00:00.00,0.962531,0.054332,3.26054,3.79853,0.00571787,,0.113156,,0.0520655,6.37128,0.000289864,0.128275,0.0325737,0.0939055,,0.0516767,15.5516,0.082718,1.10436,0,,7.48323e-05,9.66255e-08,0,1.57635e-07,0.00360012,0.0240024,4.4169e-05,0.0469876
164,1982-03-14,00:00:00.00,0.516725,0.055573,3.05349,3.69975,0.00570906,,0.10882,,0.0511576,10.6188,0.000278207,0.142434,0.0647558,0.146555,,0.0782931,18.0293,0.0751276,1.30257,0,,7.18368e-05,6.90046e-08,0,1.41968e-07,0.00916394,0.0366915,3.96955e-05,0.303284
165,1982-03-15,00:00:00.00,0.0460423,0.0557446,0.334348,1.28569,0.00562086,,0.10475,,0.0500965,12.7426,0.000267042,0.17075,0.102882,0.119434,,0.0951559,19.4508,0.0533891,1.33089,0,,6.89612e-05,5.36634e-08,0,1.31436e-07,0.114549,0.030769,3.6674e-05,1.49506
166,1982-03-16,00:00:00.00,1.6258,0.0558376,0.264337,0.446448,0.00541933,,0.101427,,0.0501604,8.49504,0.000300299,0.155742,0.0879412,0.0923398,,0.0945147,19.4338,0.0349114,1.30257,0,,6.62008e-05,4.48539e-08,0,1.23662e-07,0.130856,0.0187581,3.44474e-05,3.03284
167,1982-03-17,00:00:00.00,10.4943,0.0560947,0.241286,0.324781,0.0177244,,0.278586,,0.154965,9.34454,0.00673836,0.141584,0.149432,0.265389,,0.455396,17.16,0.0229692,1.18931,0,,8.62288e-05,0.133891,0,5.6574e-06,0.0716592,0.0356531,0.0175089,5.29679
168,1982-03-18,00:00:00.00,3.37702,0.0560678,0.230245,0.301113,0.044471,,0.630887,,0.252234,8.49504,0.0145003,0.127426,0.214885,0.42056,,0.574454,13.9715,0.015211,1.10436,0,,0.000109698,0.33572,0,1.11211e-05,0.0221209,0.0660404,0.0758754,8.92765
169,1982-03-19,00:00:00.00,2.65169,0.0557916,0.224137,0.290296,0.0552226,,0.732512,,0.211147,5.73415,0.0117374,0.113267,0.202466,0.324714,,0.229954,11.2786,0.0101166,1.04772,0,,0.000109556,0.453017,0,1.08509e-05,0.0109047,0.060514,0.173559,11.8323
170,1982-03-20,00:00:00.00,5.04804,0.0556401,0.222278,0.287655,0.0409844,,0.525664,,0.160468,4.24752,0.00553224,0.0991088,0.157852,0.19695,,0.110968,9.27658,0.00675046,1.0194,0,,0.000105177,0.443043,0,1.04477e-05,0.0152665,0.0369318,0.28354,13.1565
171,1982-03-21,00:00:00.00,6.54326,0.0553674,0.221156,0.287099,0.0242337,,0.337298,,0.126331,3.82277,0.00289425,0.0849504,0.0703847,0.117401,,0.0810954,7.95702,0.0045139,1.0194,0,,0.000100967,0.277751,0,1.00369e-05,0.0208746,0.0258958,0.356294,16.2748
172,1982-03-22,00:00:00.00,0.0698966,0.0548623,0.218619,0.283847,0.0158578,,0.257888,,0.0926607,3.18564,0.00208728,0.0849504,0.0384563,0.0699834,,0.067397,6.84134,0.00302317,0.991088,0,,9.69252e-05,0.122233,0,9.6357e-06,0.0121509,0.0198053,0.351945,15.4296
173,1982-03-23,00:00:00.00,0.0218651,0.0542935,0.215553,0.279203,0.0125176,,0.214353,,0.0696384,3.61039,0.0016948,0.0999583,0.0270496,0.0424862,,0.059887,6.07962,0.00202685,0.991088,0,,9.30453e-05,0.0544639,0,9.24998e-06,0.00872373,0.0160399,0.280228,6.91671
174,1982-03-24,00:00:00.00,0.049028,0.0537829,0.212631,0.274667,0.0108547,,0.184891,,0.0600346,5.52178,0.00146308,0.114117,0.022779,0.0277151,,0.0552906,5.79362,0.00135992,0.991088,0,,8.93207e-05,0.0276885,0,8.87969e-06,0.00778904,0.0136879,0.186231,4.71249
175,1982-03-25,00:00:00.00,2.12025,0.0545211,0.215356,0.277809,0.00982584,,0.166001,,0.0560844,4.67227,0.0013177,0.0999583,0.0201763,0.0211006,,0.0523479,5.72283,0.000912893,1.04772,0,,8.57453e-05,0.0146258,0,8.52423e-06,0.0065428,0.0123102,0.107863,4.21844
176,1982-03-26,00:00:00.00,0.387009,0.0553318,0.22091,0.286154,0.00912136,,0.153891,,0.0533833,4.03514,0.00121898,0.0991088,0.018553,0.0189894,,0.0509714,5.84459,0.000613036,1.13267,0,,8.23129e-05,0.00774862,0,8.18301e-06,0.00560811,0.0115793,0.0572477,4.63648
177,1982-03-27,00:00:00.00,0.00418544,0.0548465,0.221341,0.288563,0.00859516,,0.145286,,0.0510249,4.67227,0.00114584,0.0857999,0.0174905,0.0181285,,0.050852,6.34013,0.00041177,1.21762,0,,7.9018e-05,0.00410654,0,7.85544e-06,0.00799394,0.0110904,0.0292775,4.29444
178,1982-03-28,00:00:00.00,0.0114485,0.0542026,0.218872,0.286044,0.00816804,,0.13835,31.7148,0.0488654,6.37128,0.00108708,0.114966,0.0166487,0.0173917,,0.0510761,7.90322,0.000276631,1.38752,0,,7.58549e-05,0.00217768,0,7.54099e-06,0.0111915,0.0106332,0.0149743,5.51057
179,1982-03-29,00:00:00.00,0.104281,0.0537306,0.216197,0.282325,0.00779784,,0.132266,29.7326,0.0468476,7.68801,0.00103674,0.142434,0.0159072,0.0166955,,0.0509273,9.63904,0.000185864,1.55742,0,,7.28185e-05,0.0011561,0,7.23913e-06,0.111915,0.0102006,0.00777998,9.653
180,1982-03-30,00:00:00.00,1.36782,0.053315,0.2138,0.278781,0.00748693,,0.127464,27.5126,0.0464335,5.86158,0.000991622,0.425602,0.0174332,0.0191454,,0.0503087,11.4145,0.000124889,1.72732,0,,6.99036e-05,0.000614987,0,6.94935e-06,0.671491,0.00999857,0.00410534,13.8334
181,1982-03-31,00:00:00.00,1.20247,0.0527943,0.211376,0.275324,0.00732172,,0.125572,21.8832,0.0683251,4.12009,0.000950013,1.98303,0.0259064,0.0369092,,0.0494273,12.5896,8.39226e-05,1.61406,0,,6.71054e-05,0.000328321,0,6.67117e-06,1.02322,0.010181,0.00219176,20.1421
182,1982-04-01,00:00:00.00,0.080713,0.0522819,0.208954,0.272026,0.00725466,,0.127366,13.8752,0.0892621,3.73782,0.00091097,1.69986,0.0282221,0.0507079,,0.0484778,12.8672,5.63963e-05,1.41584,0,,6.44192e-05,0.000176406,0,6.40413e-06,0.895322,0.0103631,0.00118349,24.9686
183,1982-04-02,00:00:00.00,1.55183,0.0525042,0.209864,0.27305,0.00710947,,0.131165,11.6156,0.0881362,2.93079,0.000873967,1.70042,0.0230794,0.0428635,,0.0478355,12.4509,3.78994e-05,1.24594,0,,6.18405e-05,9.58545e-05,0,6.14777e-06,0.543588,0.00988464,0.000649435,31.2465
184,1982-04-03,00:00:00.00,0.576023,0.0527246,0.211825,0.276313,0.00686769,,0.133933,8.04763,0.0801985,2.29366,0.000838699,1.41726,0.0211815,0.0312665,,0.0479735,11.2984,2.54697e-05,1.13267,0,,5.9365e-05,5.30997e-05,0,5.90168e-06,0.319758,0.00906146,0.000365795,35.6929
185,1982-04-04,00:00:00.00,0.965926,0.0523822,0.21176,0.277697,0.00659812,,0.133741,6.85833,0.064089,0.934454,0.000804975,1.13267,0.0194305,0.0233076,,0.0488455,9.1265,1.71167e-05,1.07604,0,,5.69887e-05,3.03645e-05,0,5.66544e-06,0.249411,0.00847234,0.00021472,32.7017
